Fichier,Capacites,Methode,Max_fitness,Temps_execution
knapsack1.csv,5,A,200,0.007517576217651367
knapsack1.csv,10,A,400,0.008008241653442383
knapsack1.csv,15,A,600,0.008790731430053711
knapsack1.csv,20,A,600,0.008349895477294922
knapsack1.csv,25,A,800,0.008876800537109375
knapsack1.csv,30,A,800,0.009759187698364258
knapsack1.csv,35,A,1200,0.00768280029296875
knapsack1.csv,40,A,1200,0.007676601409912109
knapsack1.csv,45,A,1400,0.007940530776977539
knapsack1.csv,50,A,1400,0.008669137954711914
knapsack1.csv,55,A,1600,0.009267091751098633
knapsack1.csv,60,A,1600,0.008521556854248047
knapsack1.csv,65,A,1600,0.008100271224975586
knapsack1.csv,70,A,1800,0.008008480072021484
knapsack1.csv,75,A,1800,0.008764505386352539
knapsack1.csv,80,A,2000,0.00818777084350586
knapsack1.csv,85,A,2000,0.00861358642578125
knapsack1.csv,90,A,2000,0.008547306060791016
knapsack1.csv,95,A,2000,0.007510662078857422
knapsack1.csv,100,A,2000,0.008650779724121094
knapsack1.csv,5,B,200,0.008840084075927734
knapsack1.csv,10,B,400,0.009256601333618164
knapsack1.csv,15,B,600,0.009859561920166016
knapsack1.csv,20,B,600,0.009951353073120117
knapsack1.csv,25,B,1000,0.010070323944091797
knapsack1.csv,30,B,1000,0.00962686538696289
knapsack1.csv,35,B,1200,0.0125579833984375
knapsack1.csv,40,B,1200,0.009389638900756836
knapsack1.csv,45,B,1400,0.009522438049316406
knapsack1.csv,50,B,1400,0.009907960891723633
knapsack1.csv,55,B,1600,0.009842395782470703
knapsack1.csv,60,B,1600,0.010521650314331055
knapsack1.csv,65,B,1800,0.010514974594116211
knapsack1.csv,70,B,1800,0.010523080825805664
knapsack1.csv,75,B,1800,0.01144862174987793
knapsack1.csv,80,B,2000,0.009807825088500977
knapsack1.csv,85,B,2000,0.011037349700927734
knapsack1.csv,90,B,2000,0.010256767272949219
knapsack1.csv,95,B,2000,0.011237382888793945
knapsack1.csv,100,B,2000,0.011529922485351562
knapsack2.csv,5,A,0,0.008509635925292969
knapsack2.csv,10,A,180,0.008522987365722656
knapsack2.csv,15,A,180,0.01051187515258789
knapsack2.csv,20,A,455,0.008777856826782227
knapsack2.csv,25,A,480,0.008523225784301758
knapsack2.csv,30,A,660,0.008251667022705078
knapsack2.csv,35,A,805,0.0075452327728271484
knapsack2.csv,40,A,1125,0.008031368255615234
knapsack2.csv,45,A,1105,0.007508993148803711
knapsack2.csv,50,A,1030,0.008007526397705078
knapsack2.csv,55,A,1390,0.008111238479614258
knapsack2.csv,60,A,1540,0.008368253707885742
knapsack2.csv,65,A,1535,0.0076944828033447266
knapsack2.csv,70,A,1605,0.007302999496459961
knapsack2.csv,75,A,1590,0.007817268371582031
knapsack2.csv,80,A,1865,0.008030891418457031
knapsack2.csv,85,A,1755,0.008509397506713867
knapsack2.csv,90,A,1935,0.009053945541381836
knapsack2.csv,95,A,1825,0.008008480072021484
knapsack2.csv,100,A,2030,0.00900888442993164
knapsack2.csv,5,B,0,0.00889277458190918
knapsack2.csv,10,B,335,0.009022235870361328
knapsack2.csv,15,B,335,0.009783744812011719
knapsack2.csv,20,B,645,0.009164094924926758
knapsack2.csv,25,B,645,0.010527610778808594
knapsack2.csv,30,B,935,0.009865760803222656
knapsack2.csv,35,B,935,0.009903669357299805
knapsack2.csv,40,B,1210,0.009378671646118164
knapsack2.csv,45,B,1210,0.009651899337768555
knapsack2.csv,50,B,1415,0.00985574722290039
knapsack2.csv,55,B,1415,0.010513544082641602
knapsack2.csv,60,B,1595,0.009520769119262695
knapsack2.csv,65,B,1595,0.010407209396362305
knapsack2.csv,70,B,1740,0.010522603988647461
knapsack2.csv,75,B,1740,0.026302814483642578
knapsack2.csv,80,B,1865,0.019541263580322266
knapsack2.csv,85,B,1865,0.011516571044921875
knapsack2.csv,90,B,1935,0.011653900146484375
knapsack2.csv,95,B,1960,0.012048482894897461
knapsack2.csv,100,B,2030,0.011038541793823242
knapsack3.csv,5,A,365,0.00857090950012207
knapsack3.csv,10,A,520,0.0075109004974365234
knapsack3.csv,15,A,580,0.008533716201782227
knapsack3.csv,20,A,590,0.009246110916137695
knapsack3.csv,25,A,1040,0.008512735366821289
knapsack3.csv,30,A,795,0.00751948356628418
knapsack3.csv,35,A,970,0.008511543273925781
knapsack3.csv,40,A,1205,0.007508277893066406
knapsack3.csv,45,A,1475,0.009004592895507812
knapsack3.csv,50,A,1310,0.00841212272644043
knapsack3.csv,55,A,1580,0.009523868560791016
knapsack3.csv,60,A,1520,0.008249282836914062
knapsack3.csv,65,A,1775,0.008985042572021484
knapsack3.csv,70,A,1905,0.008550643920898438
knapsack3.csv,75,A,1845,0.008303642272949219
knapsack3.csv,80,A,1975,0.007975101470947266
knapsack3.csv,85,A,1975,0.008511781692504883
knapsack3.csv,90,A,1975,0.008521556854248047
knapsack3.csv,95,A,1975,0.008008241653442383
knapsack3.csv,100,A,1975,0.008452177047729492
knapsack3.csv,5,B,365,0.010023355484008789
knapsack3.csv,10,B,460,0.008510112762451172
knapsack3.csv,15,B,695,0.008748292922973633
knapsack3.csv,20,B,885,0.010270357131958008
knapsack3.csv,25,B,1040,0.009830236434936523
knapsack3.csv,30,B,1095,0.00952291488647461
knapsack3.csv,35,B,1205,0.01003265380859375
knapsack3.csv,40,B,1360,0.010512351989746094
knapsack3.csv,45,B,1510,0.009517669677734375
knapsack3.csv,50,B,1665,0.009654521942138672
knapsack3.csv,55,B,1665,0.010523796081542969
knapsack3.csv,60,B,1795,0.010300159454345703
knapsack3.csv,65,B,1795,0.010039567947387695
knapsack3.csv,70,B,1845,0.010524511337280273
knapsack3.csv,75,B,1905,0.010521888732910156
knapsack3.csv,80,B,1975,0.012559890747070312
knapsack3.csv,85,B,1975,0.010688066482543945
knapsack3.csv,90,B,1975,0.010520219802856445
knapsack3.csv,95,B,1975,0.010036468505859375
knapsack3.csv,100,B,1975,0.010291337966918945
knapsack4.csv,5,A,-4,0.007550716400146484
knapsack4.csv,10,A,555,0.008860349655151367
knapsack4.csv,15,A,430,0.007509946823120117
knapsack4.csv,20,A,720,0.009501457214355469
knapsack4.csv,25,A,1165,0.008007526397705078
knapsack4.csv,30,A,610,0.00823068618774414
knapsack4.csv,35,A,1400,0.00901341438293457
knapsack4.csv,40,A,1310,0.00852203369140625
knapsack4.csv,45,A,1420,0.008753061294555664
knapsack4.csv,50,A,1085,0.008896827697753906
knapsack4.csv,55,A,2015,0.008710384368896484
knapsack4.csv,60,A,2265,0.008836984634399414
knapsack4.csv,65,A,1935,0.008291006088256836
knapsack4.csv,70,A,2585,0.010588884353637695
knapsack4.csv,75,A,2350,0.008511066436767578
knapsack4.csv,80,A,3410,0.008519411087036133
knapsack4.csv,85,A,2390,0.008050918579101562
knapsack4.csv,90,A,2755,0.008511781692504883
knapsack4.csv,95,A,3465,0.008487939834594727
knapsack4.csv,100,A,2305,0.00828099250793457
knapsack4.csv,5,B,560,0.018131494522094727
knapsack4.csv,10,B,940,0.01749706268310547
knapsack4.csv,15,B,1260,0.018019437789916992
knapsack4.csv,20,B,1555,0.01762080192565918
knapsack4.csv,25,B,1790,0.017003774642944336
knapsack4.csv,30,B,2260,0.017043113708496094
knapsack4.csv,35,B,2375,0.01890730857849121
knapsack4.csv,40,B,2390,0.019032955169677734
knapsack4.csv,45,B,2575,0.01810908317565918
knapsack4.csv,50,B,2825,0.01886892318725586
knapsack4.csv,55,B,2950,0.027553319931030273
knapsack4.csv,60,B,3230,0.020971059799194336
knapsack4.csv,65,B,3410,0.018842458724975586
knapsack4.csv,70,B,3395,0.018517255783081055
knapsack4.csv,75,B,3650,0.017931699752807617
knapsack4.csv,80,B,3595,0.024056673049926758
knapsack4.csv,85,B,3700,0.02448868751525879
knapsack4.csv,90,B,4220,0.01940608024597168
knapsack4.csv,95,B,4210,0.02203965187072754
knapsack4.csv,100,B,4610,0.02034592628479004
